account_id,customer_id,account_type,currency,balance,opened_date
ACC00033,CUST0021,savings,AZN,65152.81,2012-05-14
ACC00034,CUST0022,savings,AZN,25096.95,2024-05-19
ACC00035,CUST0022,savings,USD,60313.67,2020-12-23
ACC00036,CUST0023,checking,EUR,52057.5,2024-11-23
ACC00037,CUST0024,savings,USD,53679.99,2017-09-24
ACC00038,CUST0024,savings,AZN,80115.4,2018-03-03
ACC00039,CUST0025,checking,AZN,76018.12,2025-05-26
ACC00040,CUST0025,checking,AZN,91262.11,2020-09-02
ACC00041,CUST0026,savings,AZN,21311.28,2019-12-13
ACC00042,CUST0027,savings,AZN,68155.44,2012-04-23
ACC00043,CUST0027,checking,AZN,45719.49,2021-02-25
ACC00044,CUST0027,savings,AZN,19450.82,2013-05-16
ACC00045,CUST0028,savings,AZN,48223.04,2017-08-12
ACC00046,CUST0028,savings,AZN,56924.37,2025-09-15
ACC00047,CUST0029,savings,AZN,27615.52,2025-07-05
ACC00048,CUST0029,checking,AZN,8245.44,2019-11-22
ACC00049,CUST0030,checking,AZN,69272.2,2021-11-02
ACC00050,CUST0030,checking,USD,19306.31,2015-01-03
ACC00051,CUST0031,savings,AZN,78424.76,2011-05-29
ACC00052,CUST0031,savings,AZN,50394.68,2016-01-26
ACC00053,CUST0032,savings,AZN,69441.07,2020-11-01
ACC00054,CUST0033,checking,AZN,72638.74,2009-06-17
ACC00055,CUST0034,checking,AZN,75122.38,2014-07-15
ACC00056,CUST0035,savings,USD,50890.63,2011-08-27
ACC00057,CUST0035,savings,EUR,48325.09,2011-11-05
ACC00058,CUST0036,savings,USD,71166.36,2022-07-13
ACC00059,CUST0036,checking,AZN,49001.84,2012-04-28
ACC00060,CUST0037,savings,EUR,19582.0,2011-11-08
ACC00061,CUST0037,checking,EUR,93331.76,2014-07-13
ACC00062,CUST0038,checking,AZN,22545.25,2011-12-03
ACC00063,CUST0039,savings,EUR,96935.44,2023-11-05
ACC00064,CUST0040,checking,AZN,26263.34,2018-12-26
ACC00065,CUST0041,checking,AZN,29229.93,2025-09-07
ACC00066,CUST0041,checking,AZN,51826.23,2020-01-25
ACC00067,CUST0042,savings,AZN,88550.18,2006-12-01
ACC00068,CUST0043,savings,AZN,99638.03,2018-02-01
ACC00069,CUST0044,savings,AZN,39749.49,1994-05-10
ACC00070,CUST0044,savings,AZN,59175.73,2005-02-28
ACC00071,CUST0044,savings,AZN,85050.91,2012-04-02
ACC00072,CUST0045,checking,AZN,44054.3,1992-09-04
ACC00073,CUST0046,checking,AZN,9347.28,2023-07-04
ACC00074,CUST0047,checking,AZN,38281.45,2025-01-18
ACC00075,CUST0048,checking,AZN,7643.6,2015-09-03
ACC00076,CUST0048,checking,AZN,88584.91,2009-10-30
ACC00077,CUST0049,savings,USD,14980.83,2021-04-20
ACC00078,CUST0049,savings,AZN,40576.25,1983-03-27
ACC00079,CUST0050,checking,AZN,72540.6,2015-06-18
ACC00080,CUST0051,checking,AZN,77902.86,1992-03-03
ACC00081,CUST0052,checking,AZN,85627.48,2020-07-05
ACC00082,CUST0053,checking,USD,44573.02,2020-04-28
ACC00083,CUST0053,savings,AZN,92791.11,2024-06-27
ACC00084,CUST0054,savings,EUR,1610.09,1992-08-11
ACC00085,CUST0055,savings,AZN,46497.17,1983-12-17
ACC00086,CUST0055,checking,AZN,62899.41,2016-02-19
ACC00087,CUST0055,checking,AZN,14009.96,1985-12-09
ACC00088,CUST0056,checking,AZN,64637.4,2025-06-15
ACC00089,CUST0057,savings,EUR,21734.34,1989-08-16
ACC00090,CUST0057,checking,USD,85604.56,2023-05-15
ACC00091,CUST0058,savings,AZN,40944.58,1992-11-17
ACC00092,CUST0058,savings,AZN,80613.33,1991-03-19
ACC00093,CUST0058,savings,AZN,47178.04,2017-11-08
ACC00094,CUST0059,checking,AZN,40749.84,2011-09-16
ACC00095,CUST0059,savings,AZN,85929.85,1999-03-06
ACC00096,CUST0059,savings,AZN,89699.48,2009-07-25
ACC00097,CUST0060,savings,AZN,48604.15,2008-04-23
ACC00098,CUST0061,checking,USD,46123.81,2008-04-22
ACC00099,CUST0061,savings,USD,66854.09,1994-08-09
ACC00100,CUST0062,savings,EUR,33860.15,2019-07-25
ACC00101,CUST0062,savings,AZN,52664.07,2013-05-13
ACC00102,CUST0063,savings,USD,83424.95,2012-10-13
ACC00103,CUST0063,savings,AZN,83883.9,2014-08-01
ACC00104,CUST0064,checking,AZN,76307.35,2010-11-06
ACC00105,CUST0064,savings,AZN,70465.19,2002-06-15
ACC00106,CUST0065,savings,AZN,25332.75,2015-10-26
ACC00107,CUST0066,savings,USD,53899.25,2022-07-24
ACC00108,CUST0066,savings,EUR,73441.36,2023-09-29
ACC00109,CUST0067,checking,USD,14097.16,1990-10-15
ACC00110,CUST0067,checking,USD,32177.74,2024-12-09
ACC00111,CUST0068,savings,AZN,25480.88,2016-04-26
ACC00112,CUST0069,checking,AZN,90702.26,2021-12-02
ACC00113,CUST0069,checking,AZN,81828.1,2014-03-07
ACC00114,CUST0069,checking,AZN,88272.56,2010-04-15
ACC00115,CUST0070,savings,AZN,68618.96,1990-02-17
ACC00116,CUST0070,savings,AZN,87647.11,2009-03-16
ACC00117,CUST0071,checking,USD,3106.04,2012-04-30
ACC00118,CUST0072,savings,AZN,44662.46,2012-09-11
ACC00119,CUST0072,checking,AZN,56054.75,2017-11-25
ACC00120,CUST0073,savings,EUR,66996.54,2009-05-10
ACC00121,CUST0073,savings,AZN,84165.59,2021-05-25
ACC00122,CUST0074,savings,AZN,99740.49,2003-04-06
ACC00123,CUST0075,savings,EUR,51588.17,2016-04-22
ACC00124,CUST0075,savings,EUR,89278.44,2021-02-03
ACC00125,CUST0076,checking,USD,90664.5,2020-01-23
ACC00126,CUST0077,savings,AZN,41090.09,2022-04-19
ACC00127,CUST0077,savings,AZN,33709.21,2011-11-24
ACC00128,CUST0078,checking,AZN,80951.06,2011-05-19
ACC00129,CUST0079,checking,USD,90813.55,2023-05-01
ACC00130,CUST0079,checking,AZN,69399.98,2024-12-15
ACC00131,CUST0080,checking,AZN,56025.1,2021-11-19
ACC00132,CUST0081,savings,AZN,26136.57,2012-09-06
ACC00133,CUST0082,checking,USD,82769.93,1989-10-10
ACC00134,CUST0083,checking,USD,8565.22,2013-03-16
ACC00135,CUST0083,savings,AZN,48636.53,2002-06-02
ACC00136,CUST0084,checking,AZN,46519.47,2018-02-02
ACC00137,CUST0085,savings,AZN,2999.31,2025-02-16
ACC00138,CUST0086,savings,AZN,62712.28,2022-01-01
ACC00139,CUST0087,checking,USD,34495.6,2013-03-13
ACC00140,CUST0088,checking,USD,6304.9,2021-06-21
ACC00141,CUST0088,checking,AZN,47315.04,2026-01-09
ACC00142,CUST0089,checking,AZN,62970.12,2014-03-09
ACC00143,CUST0089,checking,AZN,21779.01,1992-07-30
ACC00144,CUST0090,checking,AZN,20257.61,2025-05-03
ACC00145,CUST0091,checking,AZN,13339.65,1991-07-25
ACC00146,CUST0092,checking,USD,73758.32,2015-04-05
ACC00147,CUST0092,savings,AZN,20562.24,2008-10-11
ACC00148,CUST0093,savings,EUR,84434.95,2023-01-19
ACC00149,CUST0093,savings,USD,2594.0,2020-12-27
ACC00150,CUST0094,savings,AZN,56859.98,2012-08-23
ACC00151,CUST0094,checking,AZN,52417.03,2014-07-07
ACC00152,CUST0095,savings,USD,1479.72,2025-08-11
ACC00153,CUST0095,checking,USD,24408.2,2025-11-09
ACC00154,CUST0096,checking,USD,7675.09,2025-09-24
ACC00155,CUST0097,savings,AZN,79347.25,1991-10-22
ACC00156,CUST0097,savings,EUR,73583.33,1992-07-05
ACC00157,CUST0098,checking,AZN,83341.45,2018-12-04
ACC00158,CUST0099,savings,USD,7206.9,1984-12-21
ACC00159,CUST0100,savings,AZN,17074.3,2025-04-07
ACC00160,CUST0100,checking,AZN,23828.59,2025-01-18
ACC00161,CUST0101,savings,AZN,71999.88,2021-09-01
ACC00162,CUST0101,savings,EUR,43992.34,2017-02-20
ACC00163,CUST0101,checking,AZN,37849.37,2025-04-25
ACC00164,CUST0102,savings,USD,27478.14,2020-08-28
ACC00165,CUST0102,savings,EUR,3894.41,2001-12-15
ACC00166,CUST0103,checking,USD,53835.27,2024-01-02
ACC00167,CUST0103,checking,AZN,44702.05,2023-11-30
ACC00168,CUST0104,savings,AZN,38769.16,1993-02-14
ACC00169,CUST0105,savings,AZN,55295.33,2025-06-03
ACC00170,CUST0106,savings,AZN,76297.72,2021-02-07
ACC00171,CUST0107,checking,USD,26414.48,2018-07-23
ACC00172,CUST0108,savings,AZN,50238.66,2023-03-08
ACC00173,CUST0109,savings,USD,74267.64,2010-07-26
ACC00174,CUST0110,checking,AZN,42066.29,2024-11-10
ACC00175,CUST0110,checking,AZN,95259.14,2023-07-17
ACC00176,CUST0111,savings,AZN,88226.4,2009-08-11
ACC00177,CUST0111,checking,USD,36176.09,2009-09-19
ACC00178,CUST0112,checking,AZN,68009.74,2021-07-07
ACC00179,CUST0113,savings,AZN,28111.78,2023-02-26
ACC00180,CUST0114,checking,AZN,30089.02,2024-05-31
ACC00181,CUST0114,checking,AZN,35398.2,1989-08-25
ACC00182,CUST0115,checking,AZN,15967.18,2007-09-29
ACC00183,CUST0116,savings,AZN,47888.42,1992-07-05
ACC00184,CUST0116,savings,EUR,41355.34,1991-08-03
ACC00185,CUST0117,savings,AZN,37538.24,2022-09-04
ACC00186,CUST0117,savings,USD,70257.51,2025-04-10
ACC00187,CUST0118,savings,AZN,55521.53,2014-12-05
ACC00188,CUST0118,checking,EUR,90166.62,2018-05-18
ACC00189,CUST0119,checking,AZN,61627.07,2015-01-22
ACC00190,CUST0120,savings,USD,64915.61,2003-11-21
ACC00191,CUST0120,checking,AZN,65617.72,2002-09-22
ACC00192,CUST0121,savings,AZN,59652.5,2004-12-28
ACC00193,CUST0121,savings,AZN,78718.48,2011-07-07
ACC00194,CUST0122,savings,AZN,58607.87,2020-06-21
ACC00195,CUST0122,checking,AZN,78984.96,2018-05-07
ACC00196,CUST0123,checking,USD,80282.63,1996-06-13
ACC00197,CUST0124,checking,AZN,53682.14,2016-11-23
ACC00198,CUST0125,checking,AZN,31198.3,2025-01-16
ACC00199,CUST0125,savings,AZN,14795.78,2019-05-01
ACC00200,CUST0126,checking,AZN,81411.63,2019-01-09
ACC00201,CUST0126,savings,AZN,39833.46,2013-10-03
ACC00202,CUST0126,checking,AZN,65201.07,2010-07-26
ACC00203,CUST0127,savings,AZN,23953.52,1998-11-01
ACC00204,CUST0127,savings,AZN,86972.62,2021-05-25
ACC00205,CUST0128,savings,AZN,31364.79,2018-07-05
ACC00206,CUST0128,savings,AZN,23948.96,2018-10-26
ACC00207,CUST0128,savings,USD,52628.59,2003-09-11
ACC00208,CUST0129,checking,AZN,81424.67,2024-02-18
ACC00209,CUST0129,checking,AZN,23238.22,2024-06-04
ACC00210,CUST0130,checking,AZN,3374.25,2003-10-17
ACC00211,CUST0130,savings,AZN,17340.74,2005-09-03
ACC00212,CUST0130,checking,AZN,56343.4,1994-04-26
ACC00213,CUST0131,checking,USD,38784.86,2013-06-01
ACC00214,CUST0132,checking,USD,73428.1,2017-06-05
ACC00215,CUST0132,savings,AZN,40744.3,2006-05-01
ACC00216,CUST0133,checking,AZN,72800.35,1992-03-18
ACC00217,CUST0134,checking,USD,98857.63,2017-08-19
ACC00218,CUST0134,checking,AZN,9161.69,2018-06-16
ACC00219,CUST0135,savings,AZN,47161.31,2012-04-03
ACC00220,CUST0136,checking,USD,2799.08,2010-11-02
ACC00221,CUST0137,checking,USD,10388.9,2020-03-02
ACC00222,CUST0138,checking,USD,50507.45,2018-09-30
ACC00223,CUST0138,savings,AZN,28338.15,2014-09-10
ACC00224,CUST0139,checking,AZN,88063.95,2009-05-17
ACC00225,CUST0140,savings,AZN,15239.32,1984-01-30
ACC00226,CUST0140,savings,USD,24651.13,1996-07-25
ACC00227,CUST0141,checking,AZN,9512.7,2014-12-09
ACC00228,CUST0141,savings,USD,82212.6,2019-06-26
ACC00229,CUST0142,checking,AZN,29202.52,2023-11-17
ACC00230,CUST0143,checking,USD,58057.39,2012-09-12
ACC00231,CUST0144,savings,AZN,26674.2,2017-04-07
ACC00232,CUST0145,checking,USD,64875.74,2022-05-04
ACC00233,CUST0145,checking,AZN,62138.64,2024-04-09
ACC00234,CUST0146,checking,AZN,98531.34,2021-11-27
ACC00235,CUST0146,savings,AZN,16384.12,2013-08-23
ACC00236,CUST0147,checking,AZN,78353.19,2001-12-31
ACC00237,CUST0147,savings,AZN,66103.13,2017-08-02
ACC00238,CUST0148,checking,USD,55495.21,2016-08-15
ACC00239,CUST0148,savings,USD,97261.36,2022-01-23
ACC00240,CUST0149,checking,AZN,61481.07,2021-10-07
ACC00241,CUST0149,savings,AZN,657.71,2018-03-29
ACC00242,CUST0150,checking,AZN,55816.16,2021-06-25
ACC00243,CUST0150,checking,AZN,38637.32,2024-06-29
ACC00244,CUST0151,savings,USD,56936.58,2022-03-13
ACC00245,CUST0151,savings,AZN,59032.35,2019-08-23
ACC00246,CUST0152,savings,AZN,51593.95,2026-01-08
ACC00247,CUST0152,savings,USD,51671.99,2025-12-01
ACC00248,CUST0153,checking,AZN,2570.2,2018-01-21
ACC00249,CUST0154,savings,AZN,96338.1,2020-12-17
ACC00250,CUST0155,savings,USD,59541.92,2018-06-21
ACC00251,CUST0155,savings,AZN,79234.22,2019-02-09
ACC00252,CUST0156,savings,AZN,5817.1,2024-02-29
ACC00253,CUST0157,checking,AZN,65964.03,2021-01-15
ACC00254,CUST0157,checking,AZN,63843.53,1991-05-23
ACC00255,CUST0157,savings,USD,64046.27,2018-09-29
ACC00256,CUST0158,checking,AZN,72268.11,2023-11-20
ACC00257,CUST0159,checking,AZN,43861.67,2015-01-25
ACC00258,CUST0160,checking,EUR,41977.32,2018-01-14
ACC00259,CUST0160,savings,AZN,38040.3,2023-10-10
ACC00260,CUST0160,savings,EUR,93108.55,2022-09-13
ACC00261,CUST0161,savings,USD,57844.86,2022-10-06
ACC00262,CUST0161,checking,AZN,97493.26,2008-08-30
ACC00263,CUST0161,checking,USD,70865.36,2006-03-13
ACC00264,CUST0162,checking,AZN,10160.87,2017-08-03
ACC00265,CUST0162,checking,AZN,61158.91,2018-07-30
ACC00266,CUST0162,savings,USD,44251.11,2020-04-13
ACC00267,CUST0163,savings,AZN,70593.69,2021-01-13
ACC00268,CUST0163,checking,USD,51594.75,2025-11-21
ACC00269,CUST0164,savings,USD,33458.27,1986-06-06
ACC00270,CUST0164,savings,AZN,44855.07,1989-10-21
ACC00271,CUST0164,checking,AZN,68277.94,2013-04-08
ACC00272,CUST0165,checking,AZN,73500.24,1989-04-02
ACC00273,CUST0165,checking,AZN,44316.99,1985-02-03
ACC00274,CUST0166,checking,AZN,47038.43,1999-07-04
ACC00275,CUST0167,savings,AZN,84881.37,2017-12-04
ACC00276,CUST0168,checking,AZN,54982.05,2003-01-23
ACC00277,CUST0169,checking,USD,41087.96,1999-08-13
ACC00278,CUST0170,checking,AZN,24470.0,2013-03-04
ACC00279,CUST0170,checking,AZN,88349.66,2012-07-26
ACC00280,CUST0170,savings,AZN,30296.18,2000-04-08
ACC00281,CUST0171,checking,AZN,69931.61,2018-09-26
ACC00282,CUST0172,checking,AZN,96617.53,2017-12-21
ACC00283,CUST0173,savings,AZN,87436.5,2022-05-18
ACC00284,CUST0173,checking,AZN,26360.87,2023-05-09
ACC00285,CUST0174,checking,AZN,7978.4,2019-11-08
ACC00286,CUST0175,checking,AZN,43268.01,1994-12-15
ACC00287,CUST0175,checking,AZN,94848.19,1997-08-21
ACC00288,CUST0175,savings,AZN,52805.14,2007-10-16
ACC00289,CUST0176,savings,USD,28902.76,2022-07-13
ACC00290,CUST0176,checking,AZN,4810.66,2025-03-04
ACC00291,CUST0177,checking,USD,80007.75,2025-01-10
ACC00292,CUST0178,checking,USD,79776.22,2011-07-16
ACC00293,CUST0178,savings,EUR,43563.68,1998-11-18
ACC00294,CUST0179,checking,EUR,68306.9,2017-04-03
ACC00295,CUST0180,savings,AZN,9476.59,2022-12-26
ACC00296,CUST0180,savings,EUR,44802.08,2024-08-23
ACC00297,CUST0181,savings,USD,40850.64,2022-07-20
ACC00298,CUST0181,checking,USD,57984.28,2004-04-28
ACC00299,CUST0182,savings,AZN,33523.83,2019-08-24
ACC00300,CUST0183,checking,AZN,70465.04,1999-06-15
ACC00301,CUST0184,checking,AZN,42398.58,2024-09-14
ACC00302,CUST0184,checking,AZN,26112.99,2023-10-13
ACC00303,CUST0185,checking,AZN,36104.67,2021-04-08
ACC00304,CUST0186,savings,USD,30885.45,2012-12-04
ACC00305,CUST0186,savings,AZN,83961.0,2002-11-10
ACC00306,CUST0187,checking,AZN,85149.9,1983-07-26
ACC00307,CUST0187,checking,EUR,60435.07,1989-01-08
ACC00308,CUST0187,checking,AZN,2217.11,1988-01-15
ACC00309,CUST0188,checking,AZN,51826.49,2021-05-07
ACC00310,CUST0188,savings,EUR,12852.33,2021-05-24
ACC00311,CUST0189,savings,AZN,93212.84,2002-04-04
ACC00312,CUST0189,savings,AZN,60338.52,2020-07-25
ACC00313,CUST0190,checking,AZN,94628.24,2023-03-18
ACC00314,CUST0191,checking,USD,73707.47,2008-01-04
ACC00315,CUST0191,checking,AZN,83523.55,2009-05-27
ACC00316,CUST0192,checking,USD,73821.59,2021-02-04
ACC00317,CUST0192,savings,AZN,30212.14,2021-08-18
ACC00318,CUST0193,savings,AZN,22808.61,1997-12-29
ACC00319,CUST0193,checking,AZN,91538.72,1996-06-12
ACC00320,CUST0194,savings,EUR,24325.89,2002-02-03
ACC00321,CUST0194,savings,EUR,13488.94,2006-04-28
ACC00322,CUST0194,savings,USD,93331.69,2007-01-21
ACC00323,CUST0195,savings,AZN,74594.99,2019-10-06
ACC00324,CUST0196,checking,EUR,6044.66,2025-05-12
ACC00325,CUST0196,checking,AZN,92627.03,2022-03-24
ACC00326,CUST0197,checking,EUR,27531.82,2025-08-18
ACC00327,CUST0198,savings,AZN,26278.52,2025-03-28
ACC00328,CUST0198,savings,AZN,88570.85,2022-03-08
ACC00329,CUST0199,savings,USD,36638.87,2002-06-17
ACC00330,CUST0199,checking,EUR,32508.75,1994-05-03
ACC00331,CUST0200,savings,USD,15687.24,2000-01-06
ACC00332,CUST0201,savings,AZN,77086.13,2014-11-27
ACC00333,CUST0201,checking,EUR,39833.69,2012-01-21
ACC00334,CUST0202,checking,EUR,65288.92,1996-05-18
ACC00335,CUST0202,savings,EUR,7959.29,2007-07-24
ACC00336,CUST0203,savings,AZN,69733.14,2008-08-19
ACC00337,CUST0203,savings,AZN,28106.49,1995-07-15
ACC00338,CUST0204,checking,USD,16631.89,2021-12-08
ACC00339,CUST0204,savings,USD,68809.08,2020-01-17
ACC00340,CUST0205,checking,EUR,40041.99,1996-09-30
ACC00341,CUST0205,savings,USD,89782.58,2021-12-26
ACC00342,CUST0205,checking,USD,86130.7,2007-02-17
ACC00343,CUST0206,checking,AZN,99421.84,1995-09-13
ACC00344,CUST0206,savings,AZN,60933.54,2013-01-28
ACC00345,CUST0207,checking,USD,41396.55,1996-05-19
ACC00346,CUST0207,savings,USD,6976.55,2025-10-22
ACC00347,CUST0208,checking,AZN,89021.96,2018-02-08
ACC00348,CUST0209,savings,AZN,2317.52,2019-02-18
ACC00349,CUST0210,checking,AZN,99819.8,2025-05-02
ACC00350,CUST0210,checking,EUR,32213.36,2022-03-11
ACC00351,CUST0211,savings,AZN,12861.16,2018-09-03
ACC00352,CUST0211,savings,AZN,29538.41,1981-11-20
ACC00353,CUST0212,savings,EUR,27375.35,2000-10-18
ACC00354,CUST0213,checking,AZN,49712.82,2004-04-05
ACC00355,CUST0213,savings,AZN,31326.21,2010-08-15
ACC00356,CUST0214,savings,AZN,88409.81,2017-08-03
ACC00357,CUST0214,savings,USD,55583.1,2023-12-18
ACC00358,CUST0214,savings,USD,9209.76,2013-11-10
ACC00359,CUST0215,checking,AZN,37779.91,1991-12-26
ACC00360,CUST0215,checking,AZN,13172.39,1994-12-23
ACC00361,CUST0216,savings,AZN,44117.85,2022-11-21
ACC00362,CUST0217,savings,USD,31197.98,2023-03-09
ACC00363,CUST0217,checking,USD,40915.96,2017-10-23
ACC00364,CUST0218,savings,USD,54517.79,2016-04-28
ACC00365,CUST0219,savings,AZN,3054.16,2009-02-06
ACC00366,CUST0220,savings,AZN,92537.48,2022-08-19
ACC00367,CUST0220,savings,USD,83477.61,2021-11-06
ACC00368,CUST0221,checking,AZN,72871.53,1994-06-24
ACC00369,CUST0222,checking,EUR,41692.67,2025-04-05
ACC00370,CUST0222,checking,USD,8296.97,2024-10-09
ACC00371,CUST0223,checking,USD,74815.79,2025-11-14
ACC00372,CUST0224,checking,USD,23899.76,1999-11-14
ACC00373,CUST0224,checking,AZN,28271.3,2008-09-07
ACC00374,CUST0225,checking,USD,43514.07,2002-12-22
ACC00375,CUST0226,checking,AZN,1858.0,2017-12-15
ACC00376,CUST0226,savings,USD,904.83,2020-02-17
ACC00377,CUST0227,checking,USD,81271.68,1999-12-22
ACC00378,CUST0228,checking,EUR,58892.09,2016-01-22
ACC00379,CUST0228,checking,AZN,19938.86,2025-02-13
ACC00380,CUST0229,savings,AZN,75056.44,1997-06-03
ACC00381,CUST0229,savings,AZN,75912.15,2015-09-15
ACC00382,CUST0230,savings,AZN,10388.34,2012-09-04
ACC00383,CUST0230,checking,AZN,23548.46,1987-05-07
ACC00384,CUST0231,checking,USD,77422.05,2021-10-16
ACC00385,CUST0232,savings,EUR,30198.33,2018-09-07
ACC00386,CUST0232,checking,USD,45523.29,2022-09-26
ACC00387,CUST0233,savings,AZN,49941.8,2024-01-07
ACC00388,CUST0234,checking,EUR,23516.12,2012-10-02
ACC00389,CUST0234,checking,AZN,95879.04,2011-12-20
ACC00390,CUST0235,checking,AZN,10636.68,2015-07-27
ACC00391,CUST0236,savings,AZN,35513.69,2024-04-25
ACC00392,CUST0236,savings,USD,27142.7,2018-09-03
ACC00393,CUST0237,savings,AZN,6180.29,2020-02-25
ACC00394,CUST0237,checking,AZN,35284.72,2016-11-15
ACC00395,CUST0238,checking,AZN,45268.1,2024-08-23
ACC00396,CUST0238,savings,AZN,41431.72,2024-03-29
ACC00397,CUST0239,checking,USD,93861.85,2019-03-08
ACC00398,CUST0239,savings,USD,437.25,2013-05-26
ACC00399,CUST0240,savings,EUR,34904.21,2023-09-09
ACC00400,CUST0241,savings,EUR,15613.14,2020-05-26
ACC00401,CUST0241,checking,AZN,58734.05,1982-07-08
ACC00402,CUST0242,savings,AZN,44067.11,2024-02-09
ACC00403,CUST0243,savings,AZN,88598.91,2018-08-13
ACC00404,CUST0243,savings,AZN,30167.93,2011-03-01
ACC00405,CUST0244,savings,AZN,7058.87,2019-08-10
ACC00406,CUST0244,checking,AZN,89168.38,2023-09-14
ACC00407,CUST0245,savings,AZN,11562.62,1993-11-14
ACC00408,CUST0245,checking,AZN,95314.69,2008-10-09
ACC00409,CUST0246,savings,AZN,99097.8,2024-02-27
ACC00410,CUST0246,savings,AZN,1561.94,2023-12-11
ACC00411,CUST0247,savings,AZN,70034.4,2019-12-29
ACC00412,CUST0247,savings,USD,7197.51,2023-05-02
ACC00413,CUST0248,checking,AZN,96930.35,2006-07-26
ACC00414,CUST0248,savings,AZN,71888.04,2014-11-09
ACC00415,CUST0249,checking,AZN,11131.1,2022-08-04
ACC00416,CUST0249,checking,USD,18820.32,2001-05-10
ACC00417,CUST0250,checking,AZN,5331.84,2025-03-04
ACC00418,CUST0251,checking,AZN,71456.65,2016-10-31
ACC00419,CUST0252,savings,EUR,29895.62,2025-07-09
ACC00420,CUST0253,checking,EUR,29183.13,2016-05-28
ACC00421,CUST0253,checking,AZN,20602.09,2020-11-22
ACC00422,CUST0254,checking,AZN,21708.67,2022-09-17
ACC00423,CUST0254,savings,USD,86910.83,2008-06-17
ACC00424,CUST0255,checking,AZN,36542.39,2015-09-19
ACC00425,CUST0255,savings,EUR,9049.44,2018-01-14
ACC00426,CUST0256,checking,AZN,9665.5,2009-09-28
ACC00427,CUST0256,checking,AZN,58274.12,2012-04-22
ACC00428,CUST0256,checking,AZN,50157.73,2014-07-13
ACC00429,CUST0257,savings,AZN,21464.9,2021-05-29
ACC00430,CUST0258,savings,EUR,43394.19,2021-12-31
ACC00431,CUST0259,savings,AZN,56102.85,2025-11-25
ACC00432,CUST0259,checking,USD,45001.74,1990-06-28
ACC00433,CUST0259,savings,AZN,81721.72,1990-02-08
ACC00434,CUST0260,savings,AZN,73404.73,2025-10-31
ACC00435,CUST0261,checking,EUR,64819.76,2024-11-26
ACC00436,CUST0262,savings,USD,71216.05,2024-11-18
ACC00437,CUST0262,savings,AZN,69251.26,2020-01-12
ACC00438,CUST0263,checking,AZN,36950.81,2025-01-22
ACC00439,CUST0264,checking,AZN,22686.82,2015-01-18
ACC00440,CUST0264,checking,AZN,79924.62,2010-10-24
ACC00441,CUST0265,savings,AZN,42114.24,2017-10-04
ACC00442,CUST0266,checking,USD,46273.22,2013-07-04
ACC00443,CUST0267,checking,AZN,26886.35,2020-12-30
ACC00444,CUST0268,savings,EUR,67601.44,2024-03-30
ACC00445,CUST0269,checking,AZN,27234.69,2025-01-14
ACC00446,CUST0269,savings,AZN,74339.49,2001-08-22
ACC00447,CUST0270,savings,AZN,85616.37,1997-07-30
ACC00448,CUST0270,checking,AZN,7467.78,1996-01-31
ACC00449,CUST0270,checking,AZN,25137.05,2019-07-02
ACC00450,CUST0271,checking,USD,97096.53,1991-02-15
ACC00451,CUST0271,checking,AZN,95657.81,2019-10-03
ACC00452,CUST0272,checking,USD,70676.82,2011-07-26
ACC00453,CUST0272,checking,AZN,62748.89,1991-09-27
