transaction_id,account_id,timestamp,transaction_type,amount,currency,country
TXN0000108,ACC00057,2026-01-09 13:20:54,ATM,745.84,EUR,AZ
TXN0000109,ACC00057,2026-01-09 14:17:27,POS,1337.81,EUR,AZ
TXN0000110,ACC00058,2026-01-09 02:36:10,ATM,29.88,USD,AZ
TXN0000111,ACC00058,2026-01-09 13:30:00,POS,86.04,USD,AZ
TXN0000112,ACC00059,2026-01-09 07:23:20,TRANSFER,88.63,AZN,TR
TXN0000113,ACC00059,2026-01-09 12:07:25,ATM,100.38,AZN,AZ
TXN0000114,ACC00060,2026-01-09 12:33:57,ATM,57.75,EUR,GE
TXN0000115,ACC00060,2026-01-09 05:44:26,POS,173.55,EUR,GE
TXN0000116,ACC00061,2026-01-09 06:36:53,POS,146.84,EUR,GE
TXN0000117,ACC00061,2026-01-09 09:44:38,POS,82.52,EUR,TR
TXN0000118,ACC00062,2026-01-09 13:36:06,POS,53.7,AZN,AZ
TXN0000119,ACC00062,2026-01-09 06:54:14,ATM,14.38,AZN,AZ
TXN0000120,ACC00063,2026-01-09 23:42:27,ATM,1756.77,EUR,AZ
TXN0000121,ACC00063,2026-01-09 17:17:33,TRANSFER,58.46,EUR,AZ
TXN0000122,ACC00064,2026-01-09 22:38:05,ATM,129.13,AZN,AZ
TXN0000123,ACC00064,2026-01-09 22:07:37,POS,178.49,AZN,TR
TXN0000124,ACC00065,2026-01-09 21:08:24,TRANSFER,156.01,AZN,AZ
TXN0000125,ACC00065,2026-01-09 22:14:44,TRANSFER,284.94,AZN,GE
TXN0000126,ACC00066,2026-01-09 03:51:59,POS,115.82,AZN,AZ
TXN0000127,ACC00066,2026-01-09 06:46:08,TRANSFER,139.95,AZN,AZ
TXN0000128,ACC00067,2026-01-09 04:32:54,POS,94.19,AZN,AZ
TXN0000129,ACC00068,2026-01-09 20:16:25,POS,143.23,AZN,US
TXN0000130,ACC00068,2026-01-09 07:12:54,POS,1799.91,AZN,US
TXN0000131,ACC00069,2026-01-09 08:15:00,POS,997.73,AZN,GB
TXN0000132,ACC00070,2026-01-09 23:31:25,TRANSFER,199.99,AZN,GB
TXN0000133,ACC00070,2026-01-09 14:04:56,POS,196.46,AZN,GB
TXN0000134,ACC00071,2026-01-09 20:14:12,TRANSFER,33.32,AZN,GB
TXN0000135,ACC00071,2026-01-09 09:11:32,POS,76.92,AZN,GB
TXN0000136,ACC00072,2026-01-09 12:40:36,ATM,26.39,AZN,AZ
TXN0000137,ACC00072,2026-01-09 11:56:28,ATM,199.16,AZN,AZ
TXN0000138,ACC00073,2026-01-09 10:42:47,ATM,88.83,AZN,AZ
TXN0000139,ACC00073,2026-01-09 15:46:49,POS,120.91,AZN,GB
TXN0000140,ACC00073,2026-01-09 11:03:23,ATM,128.44,AZN,AZ
TXN0000141,ACC00074,2026-01-09 02:22:54,POS,30.63,AZN,GB
TXN0000142,ACC00075,2026-01-09 11:27:11,POS,1155.95,AZN,AZ
TXN0000143,ACC00075,2026-01-09 09:21:27,ATM,871.16,AZN,AZ
TXN0000144,ACC00076,2026-01-09 18:48:00,TRANSFER,116.6,AZN,AZ
TXN0000145,ACC00076,2026-01-09 08:06:42,POS,86.37,AZN,AZ
TXN0000146,ACC00077,2026-01-09 12:32:51,POS,111.84,USD,AZ
TXN0000147,ACC00077,2026-01-09 00:54:39,TRANSFER,118.33,USD,GB
TXN0000148,ACC00078,2026-01-09 00:07:53,POS,99.08,AZN,AZ
TXN0000149,ACC00078,2026-01-09 11:57:49,POS,21.16,AZN,AZ
TXN0000150,ACC00079,2026-01-09 03:24:18,TRANSFER,110.8,AZN,AZ
TXN0000151,ACC00080,2026-01-09 09:30:26,ATM,230.38,AZN,TR
TXN0000152,ACC00080,2026-01-09 08:22:34,POS,47.28,AZN,TR
TXN0000153,ACC00081,2026-01-09 02:20:43,ATM,30.62,AZN,AZ
TXN0000154,ACC00081,2026-01-09 19:30:41,POS,18.47,AZN,AZ
TXN0000155,ACC00082,2026-01-09 21:47:46,POS,601.36,USD,AZ
TXN0000156,ACC00082,2026-01-09 10:17:25,ATM,107.09,USD,AZ
TXN0000157,ACC00083,2026-01-09 06:46:17,TRANSFER,180.52,AZN,AZ
TXN0000158,ACC00083,2026-01-09 18:30:42,ATM,31.53,AZN,AZ
TXN0000159,ACC00084,2026-01-09 07:23:45,ATM,77.72,EUR,AZ
TXN0000160,ACC00084,2026-01-09 12:09:54,TRANSFER,1875.39,EUR,AZ
TXN0000161,ACC00084,2026-01-09 19:40:30,ATM,1251.62,EUR,AZ
TXN0000162,ACC00085,2026-01-09 15:18:49,POS,15.15,AZN,AZ
TXN0000163,ACC00086,2026-01-09 09:21:58,POS,176.47,AZN,AZ
TXN0000164,ACC00087,2026-01-09 09:13:47,ATM,138.01,AZN,AZ
TXN0000165,ACC00087,2026-01-09 04:34:58,TRANSFER,36.42,AZN,AZ
TXN0000166,ACC00087,2026-01-09 13:38:30,POS,121.17,AZN,AZ
TXN0000167,ACC00088,2026-01-09 18:39:01,POS,68.06,AZN,US
TXN0000168,ACC00088,2026-01-09 01:55:07,POS,57.69,AZN,TR
TXN0000169,ACC00089,2026-01-09 03:46:36,ATM,72.66,EUR,AZ
TXN0000170,ACC00090,2026-01-09 16:07:23,POS,173.25,USD,AZ
TXN0000171,ACC00091,2026-01-09 05:43:34,ATM,46.74,AZN,AZ
TXN0000172,ACC00091,2026-01-09 00:39:57,ATM,50.83,AZN,GB
TXN0000173,ACC00092,2026-01-09 20:07:37,ATM,195.31,AZN,AZ
TXN0000174,ACC00092,2026-01-09 22:23:18,TRANSFER,15963.77,AZN,TR
TXN0000175,ACC00093,2026-01-09 01:09:57,POS,96.71,AZN,AZ
TXN0000176,ACC00093,2026-01-09 23:18:13,ATM,151.76,AZN,AZ
TXN0000177,ACC00094,2026-01-09 19:32:46,POS,136.88,AZN,AZ
TXN0000178,ACC00095,2026-01-09 07:41:47,POS,6244.18,AZN,TR
TXN0000179,ACC00095,2026-01-09 09:40:31,ATM,58.8,AZN,AZ
TXN0000180,ACC00096,2026-01-09 04:10:14,TRANSFER,16.87,AZN,AZ
TXN0000181,ACC00097,2026-01-09 04:29:14,POS,90.26,AZN,TR
TXN0000182,ACC00097,2026-01-09 04:39:50,TRANSFER,139.69,AZN,GB
TXN0000183,ACC00097,2026-01-09 13:41:36,TRANSFER,420.08,AZN,GE
TXN0000184,ACC00098,2026-01-09 23:18:55,TRANSFER,152.6,USD,DE
TXN0000185,ACC00098,2026-01-09 01:52:24,TRANSFER,148.24,USD,GE
TXN0000186,ACC00099,2026-01-09 06:56:15,TRANSFER,167.88,USD,DE
TXN0000187,ACC00099,2026-01-09 17:58:25,ATM,60.69,USD,DE
TXN0000188,ACC00100,2026-01-09 17:43:48,POS,22.51,EUR,AZ
TXN0000189,ACC00101,2026-01-09 10:40:04,ATM,1344.3,AZN,AZ
TXN0000190,ACC00101,2026-01-09 18:35:59,ATM,389.73,AZN,AZ
TXN0000191,ACC00102,2026-01-09 23:37:23,ATM,86.96,USD,US
TXN0000192,ACC00102,2026-01-09 13:01:58,POS,12980.91,USD,AZ
TXN0000193,ACC00103,2026-01-09 07:44:20,TRANSFER,49.27,AZN,AZ
TXN0000194,ACC00103,2026-01-09 02:22:26,ATM,51.51,AZN,AZ
TXN0000195,ACC00104,2026-01-09 01:13:56,POS,70.45,AZN,TR
TXN0000196,ACC00104,2026-01-09 06:09:56,POS,1096.48,AZN,TR
TXN0000197,ACC00105,2026-01-09 05:26:28,POS,6210.76,AZN,TR
TXN0000198,ACC00105,2026-01-09 09:16:18,TRANSFER,28.25,AZN,TR
TXN0000199,ACC00106,2026-01-09 07:26:03,TRANSFER,1012.58,AZN,AZ
TXN0000200,ACC00106,2026-01-09 00:37:17,POS,1.13,AZN,GE
TXN0000201,ACC00107,2026-01-09 05:07:59,POS,53.98,USD,AZ
TXN0000202,ACC00107,2026-01-09 20:22:18,TRANSFER,114.39,USD,AZ
TXN0000203,ACC00108,2026-01-09 03:27:11,ATM,192.51,EUR,AZ
TXN0000204,ACC00108,2026-01-09 03:33:43,POS,51.57,EUR,AZ
TXN0000205,ACC00109,2026-01-09 03:15:18,POS,187.92,USD,AZ
TXN0000206,ACC00109,2026-01-09 22:22:05,POS,92.36,USD,AZ
TXN0000207,ACC00110,2026-01-09 14:12:10,TRANSFER,89.26,USD,AZ
TXN0000208,ACC00110,2026-01-09 20:27:53,ATM,244.08,USD,GE
TXN0000209,ACC00111,2026-01-09 23:29:42,POS,99.59,AZN,AZ
TXN0000210,ACC00111,2026-01-09 15:28:36,TRANSFER,457.5,AZN,AZ
TXN0000211,ACC00112,2026-01-09 04:38:45,TRANSFER,78.98,AZN,GB
TXN0000212,ACC00112,2026-01-09 23:00:08,ATM,97.41,AZN,AZ
TXN0000213,ACC00113,2026-01-09 19:09:47,ATM,117.12,AZN,AZ
TXN0000214,ACC00114,2026-01-09 19:35:56,POS,114.47,AZN,AZ
TXN0000215,ACC00115,2026-01-09 11:02:18,ATM,17023.8,AZN,AZ
TXN0000216,ACC00115,2026-01-09 14:37:54,POS,174.77,AZN,AZ
TXN0000217,ACC00116,2026-01-09 22:18:47,ATM,12043.51,AZN,GB
TXN0000218,ACC00116,2026-01-09 17:15:17,POS,158.93,AZN,AZ
TXN0000219,ACC00117,2026-01-09 22:36:45,ATM,1737.16,USD,AZ
TXN0000220,ACC00117,2026-01-09 22:09:46,ATM,116.1,USD,AZ
TXN0000221,ACC00118,2026-01-09 03:07:45,POS,97.06,AZN,AZ
TXN0000222,ACC00118,2026-01-09 21:56:03,ATM,30.2,AZN,AZ
TXN0000223,ACC00119,2026-01-09 16:47:38,TRANSFER,1.61,AZN,AZ
TXN0000224,ACC00119,2026-01-09 01:53:31,POS,121.94,AZN,GB
TXN0000225,ACC00120,2026-01-09 15:47:05,ATM,2.36,EUR,AZ
TXN0000226,ACC00120,2026-01-09 04:06:55,TRANSFER,6.0,EUR,AZ
TXN0000227,ACC00121,2026-01-09 19:41:51,ATM,126.17,AZN,AZ
TXN0000228,ACC00121,2026-01-09 20:28:07,POS,586.51,AZN,TR
TXN0000229,ACC00122,2026-01-09 10:16:20,ATM,15985.65,AZN,AZ
TXN0000230,ACC00122,2026-01-09 11:57:12,ATM,13192.75,AZN,AZ
TXN0000231,ACC00123,2026-01-09 14:33:43,POS,127.4,EUR,AZ
TXN0000232,ACC00123,2026-01-09 11:16:21,TRANSFER,34.0,EUR,AZ
TXN0000233,ACC00124,2026-01-09 14:14:03,ATM,177.06,EUR,AZ
TXN0000234,ACC00125,2026-01-09 01:41:22,TRANSFER,42.46,USD,TR
TXN0000235,ACC00125,2026-01-09 16:02:13,POS,29.99,USD,AZ
TXN0000236,ACC00126,2026-01-09 13:55:40,POS,187.69,AZN,AZ
TXN0000237,ACC00126,2026-01-09 20:39:38,TRANSFER,86.56,AZN,AZ
TXN0000238,ACC00127,2026-01-09 03:58:17,POS,184.23,AZN,DE
TXN0000239,ACC00127,2026-01-09 22:27:54,POS,33.06,AZN,AZ
TXN0000240,ACC00127,2026-01-09 03:20:53,TRANSFER,82.94,AZN,AZ
TXN0000241,ACC00128,2026-01-09 16:57:33,POS,995.87,AZN,DE
TXN0000242,ACC00128,2026-01-09 20:40:45,POS,99.18,AZN,AZ
TXN0000243,ACC00129,2026-01-09 15:51:48,ATM,1042.2,USD,AZ
TXN0000244,ACC00129,2026-01-09 00:26:19,TRANSFER,77.79,USD,AZ
TXN0000245,ACC00130,2026-01-09 23:26:00,ATM,151.32,AZN,GE
TXN0000246,ACC00130,2026-01-09 06:50:31,POS,224.51,AZN,AZ
TXN0000247,ACC00131,2026-01-09 14:48:58,POS,64.19,AZN,TR
TXN0000248,ACC00131,2026-01-09 11:32:53,TRANSFER,73.52,AZN,TR
TXN0000249,ACC00132,2026-01-09 17:32:29,TRANSFER,166.69,AZN,TR
TXN0000250,ACC00132,2026-01-09 00:36:48,TRANSFER,182.47,AZN,TR
TXN0000251,ACC00133,2026-01-09 07:39:13,ATM,94.99,USD,AZ
TXN0000252,ACC00134,2026-01-09 13:06:44,POS,155.92,USD,AZ
TXN0000253,ACC00134,2026-01-09 12:32:18,TRANSFER,111.66,USD,AZ
TXN0000254,ACC00135,2026-01-09 13:05:12,TRANSFER,1708.32,AZN,AZ
TXN0000255,ACC00135,2026-01-09 06:30:30,TRANSFER,74.23,AZN,AZ
TXN0000256,ACC00135,2026-01-09 11:57:49,TRANSFER,148.47,AZN,AZ
TXN0000257,ACC00136,2026-01-09 02:59:20,TRANSFER,150.89,AZN,TR
TXN0000258,ACC00136,2026-01-09 17:49:49,POS,4.4,AZN,AZ
TXN0000259,ACC00137,2026-01-09 14:08:39,TRANSFER,194.4,AZN,AZ
TXN0000260,ACC00137,2026-01-09 13:41:57,POS,2616.62,AZN,AZ
TXN0000261,ACC00138,2026-01-09 06:44:41,ATM,131.56,AZN,AZ
TXN0000262,ACC00138,2026-01-09 05:20:31,POS,6393.9,AZN,AZ
TXN0000263,ACC00139,2026-01-09 06:15:09,ATM,50.36,USD,AZ
TXN0000264,ACC00139,2026-01-09 10:27:39,TRANSFER,18681.82,USD,AZ
TXN0000265,ACC00139,2026-01-09 16:18:15,POS,699.82,USD,AZ
TXN0000266,ACC00140,2026-01-09 15:25:07,POS,53.65,USD,AZ
TXN0000267,ACC00140,2026-01-09 07:08:24,POS,96.85,USD,AZ
TXN0000268,ACC00141,2026-01-09 06:05:57,ATM,133.71,AZN,AZ
TXN0000269,ACC00141,2026-01-09 07:39:21,POS,152.31,AZN,AZ
TXN0000270,ACC00142,2026-01-09 20:23:26,POS,164.68,AZN,DE
TXN0000271,ACC00142,2026-01-09 22:39:47,POS,104.07,AZN,AZ
TXN0000272,ACC00143,2026-01-09 07:38:24,TRANSFER,15.25,AZN,AZ
TXN0000273,ACC00143,2026-01-09 12:17:25,POS,159.16,AZN,AZ
TXN0000274,ACC00144,2026-01-09 15:25:04,POS,1393.67,AZN,AZ
TXN0000275,ACC00144,2026-01-09 01:33:44,POS,185.17,AZN,AZ
TXN0000276,ACC00145,2026-01-09 14:58:35,ATM,18759.7,AZN,GE
TXN0000277,ACC00145,2026-01-09 12:10:38,TRANSFER,19031.05,AZN,AZ
TXN0000278,ACC00146,2026-01-09 22:36:09,POS,178.84,USD,AZ
TXN0000279,ACC00147,2026-01-09 02:57:36,POS,164.17,AZN,AZ
TXN0000280,ACC00147,2026-01-09 04:38:15,TRANSFER,112.24,AZN,AZ
TXN0000281,ACC00148,2026-01-09 05:20:57,TRANSFER,1745.7,EUR,AZ
TXN0000282,ACC00149,2026-01-09 23:26:38,ATM,177.07,USD,AZ
TXN0000283,ACC00149,2026-01-09 11:16:11,POS,142.25,USD,AZ
TXN0000284,ACC00150,2026-01-09 05:36:15,ATM,5.11,AZN,AZ
TXN0000285,ACC00151,2026-01-09 01:28:03,TRANSFER,151.25,AZN,AZ
TXN0000286,ACC00151,2026-01-09 15:03:27,TRANSFER,1839.28,AZN,AZ
TXN0000287,ACC00152,2026-01-09 13:53:11,POS,74.23,USD,AZ
TXN0000288,ACC00152,2026-01-09 04:05:23,POS,166.66,USD,AZ
TXN0000289,ACC00153,2026-01-09 15:58:23,ATM,147.92,USD,AZ
TXN0000290,ACC00154,2026-01-09 22:01:57,TRANSFER,114.78,USD,AZ
TXN0000291,ACC00154,2026-01-09 19:45:48,TRANSFER,76.65,USD,AZ
TXN0000292,ACC00154,2026-01-09 02:00:14,TRANSFER,1701.27,USD,AZ
TXN0000293,ACC00155,2026-01-09 17:48:58,TRANSFER,613.33,AZN,GE
TXN0000294,ACC00155,2026-01-09 01:59:45,POS,152.2,AZN,AZ
TXN0000295,ACC00156,2026-01-09 21:11:22,POS,109.55,EUR,AZ
TXN0000296,ACC00157,2026-01-09 03:01:20,POS,40.9,AZN,AZ
TXN0000297,ACC00157,2026-01-09 18:01:57,POS,197.85,AZN,AZ
TXN0000298,ACC00158,2026-01-09 02:16:14,POS,12.18,USD,AZ
TXN0000299,ACC00158,2026-01-09 09:37:41,POS,182.72,USD,AZ
TXN0000300,ACC00159,2026-01-09 03:58:27,POS,148.11,AZN,TR
TXN0000301,ACC00159,2026-01-09 05:04:32,POS,120.46,AZN,US
TXN0000302,ACC00160,2026-01-09 16:07:26,ATM,155.11,AZN,TR
TXN0000303,ACC00160,2026-01-09 13:40:17,TRANSFER,1410.54,AZN,TR
TXN0000304,ACC00160,2026-01-09 12:19:27,ATM,890.62,AZN,GB
TXN0000305,ACC00161,2026-01-09 13:56:42,ATM,94.86,AZN,AZ
TXN0000306,ACC00161,2026-01-09 11:08:47,ATM,1672.12,AZN,AZ
TXN0000307,ACC00161,2026-01-09 19:24:09,TRANSFER,195.61,AZN,AZ
TXN0000308,ACC00162,2026-01-09 07:17:15,ATM,450.46,EUR,AZ
TXN0000309,ACC00163,2026-01-09 06:20:10,TRANSFER,27.26,AZN,AZ
TXN0000310,ACC00163,2026-01-09 20:24:07,POS,156.73,AZN,AZ
TXN0000311,ACC00163,2026-01-09 09:51:37,POS,176.73,AZN,AZ
TXN0000312,ACC00164,2026-01-09 21:35:53,POS,76.6,USD,GE
TXN0000313,ACC00164,2026-01-09 18:34:27,POS,192.7,USD,AZ
TXN0000314,ACC00165,2026-01-09 15:53:56,TRANSFER,136.59,EUR,AZ
TXN0000315,ACC00166,2026-01-09 01:18:44,POS,176.76,USD,US
TXN0000316,ACC00166,2026-01-09 11:08:12,TRANSFER,96.63,USD,US
TXN0000317,ACC00167,2026-01-09 16:54:24,ATM,52.66,AZN,US
TXN0000318,ACC00167,2026-01-09 03:18:41,POS,1483.84,AZN,AZ
TXN0000319,ACC00168,2026-01-09 04:24:03,ATM,37.27,AZN,AZ
TXN0000320,ACC00168,2026-01-09 15:20:04,POS,80.1,AZN,AZ
TXN0000321,ACC00168,2026-01-09 01:56:29,POS,1252.7,AZN,AZ
TXN0000322,ACC00169,2026-01-09 16:07:12,POS,87.17,AZN,AZ
TXN0000323,ACC00169,2026-01-09 21:42:01,POS,162.64,AZN,AZ
TXN0000324,ACC00169,2026-01-09 04:19:32,TRANSFER,122.18,AZN,AZ
TXN0000325,ACC00170,2026-01-09 00:22:33,POS,85.23,AZN,DE
TXN0000326,ACC00170,2026-01-09 19:58:55,POS,45.46,AZN,GE
TXN0000327,ACC00171,2026-01-09 01:50:53,POS,57.67,USD,AZ
TXN0000328,ACC00171,2026-01-09 09:35:27,POS,5444.25,USD,AZ
TXN0000329,ACC00172,2026-01-09 17:35:08,POS,174.67,AZN,AZ
TXN0000330,ACC00173,2026-01-09 18:24:29,ATM,3352.34,USD,AZ
TXN0000331,ACC00173,2026-01-09 10:35:48,POS,76.58,USD,AZ
TXN0000332,ACC00174,2026-01-09 19:50:56,ATM,1852.83,AZN,GE
